engine;iter;model;width;depth;int_delay;ext_delay;model_time;runner_time;sim_time;total_time
xdevs-rs-no_std-f64;7;LI;4;12;0;0;0.000192;1.7e-05;0.000356;0.000565
xdevs-rs-no_std-f64;8;LI;4;12;0;0;0.000192;1.6e-05;0.000356;0.000564
xdevs-rs-no_std-f64;9;LI;4;12;0;0;0.000192;1.6e-05;0.000356;0.000564
xdevs-rs-no_std-f64;0;LI;4;14;0;0;0.000222;1.8e-05;0.000396;0.000636
xdevs-rs-no_std-f64;1;LI;4;14;0;0;0.000222;1.8e-05;0.000396;0.000636
xdevs-rs-no_std-f64;2;LI;4;14;0;0;0.000222;1.8e-05;0.000396;0.000636
xdevs-rs-no_std-f64;3;LI;4;14;0;0;0.000222;1.8e-05;0.000395;0.000635
xdevs-rs-no_std-f64;4;LI;4;14;0;0;0.000223;1.8e-05;0.000396;0.000637
xdevs-rs-no_std-f64;5;LI;4;14;0;0;0.000222;1.8e-05;0.000396;0.000636
xdevs-rs-no_std-f64;6;LI;4;14;0;0;0.000222;1.8e-05;0.000396;0.000636
xdevs-rs-no_std-f64;7;LI;4;14;0;0;0.000222;1.8e-05;0.000396;0.000636
xdevs-rs-no_std-f64;8;LI;4;14;0;0;0.000222;1.8e-05;0.000396;0.000636
xdevs-rs-no_std-f64;9;LI;4;14;0;0;0.000222;1.8e-05;0.000396;0.000636
xdevs-rs-no_std-f64;0;LI;4;16;0;0;0.00025;1.5e-05;0.000432;0.000697
xdevs-rs-no_std-f64;1;LI;4;16;0;0;0.000249;1.5e-05;0.000433;0.000697
xdevs-rs-no_std-f64;2;LI;4;16;0;0;0.00025;1.5e-05;0.000432;0.000697
xdevs-rs-no_std-f64;3;LI;4;16;0;0;0.000249;1.5e-05;0.000432;0.000696
xdevs-rs-no_std-f64;4;LI;4;16;0;0;0.000249;1.5e-05;0.000433;0.000697
xdevs-rs-no_std-f64;5;LI;4;16;0;0;0.000249;1.5e-05;0.000433;0.000697
xdevs-rs-no_std-f64;6;LI;4;16;0;0;0.000249;1.5e-05;0.000432;0.000696
xdevs-rs-no_std-f64;7;LI;4;16;0;0;0.000249;1.5e-05;0.000433;0.000697
xdevs-rs-no_std-f64;8;LI;4;16;0;0;0.000249;1.5e-05;0.000432;0.000696
xdevs-rs-no_std-f64;9;LI;4;16;0;0;0.000249;1.5e-05;0.000432;0.000696
xdevs-rs-no_std-f64;0;LI;4;18;0;0;0.000276;1.9e-05;0.000469;0.000764
xdevs-rs-no_std-f64;1;LI;4;18;0;0;0.000276;1.9e-05;0.000469;0.000764
xdevs-rs-no_std-f64;2;LI;4;18;0;0;0.000277;1.9e-05;0.000469;0.000765
xdevs-rs-no_std-f64;3;LI;4;18;0;0;0.000276;1.9e-05;0.000469;0.000764
xdevs-rs-no_std-f64;4;LI;4;18;0;0;0.000277;2e-05;0.000469;0.000766
xdevs-rs-no_std-f64;5;LI;4;18;0;0;0.000276;1.9e-05;0.000469;0.000764
xdevs-rs-no_std-f64;6;LI;4;18;0;0;0.000276;1.9e-05;0.000468;0.000763
xdevs-rs-no_std-f64;7;LI;4;18;0;0;0.000276;1.9e-05;0.000469;0.000764
xdevs-rs-no_std-f64;8;LI;4;18;0;0;0.000276;1.9e-05;0.000468;0.000763
xdevs-rs-no_std-f64;9;LI;4;18;0;0;0.000276;1.9e-05;0.000468;0.000763
xdevs-rs-no_std-f64;0;LI;4;20;0;0;0.000302;1.5e-05;0.000513;0.00083
xdevs-rs-no_std-f64;1;LI;4;20;0;0;0.000303;1.5e-05;0.000513;0.000831
xdevs-rs-no_std-f64;2;LI;4;20;0;0;0.000302;1.5e-05;0.000513;0.00083
xdevs-rs-no_std-f64;3;LI;4;20;0;0;0.000303;1.5e-05;0.000513;0.000831
xdevs-rs-no_std-f64;4;LI;4;20;0;0;0.000302;1.5e-05;0.000513;0.00083
xdevs-rs-no_std-f64;5;LI;4;20;0;0;0.000302;1.5e-05;0.000512;0.000829
xdevs-rs-no_std-f64;6;LI;4;20;0;0;0.000303;1.5e-05;0.000513;0.000831
xdevs-rs-no_std-f64;7;LI;4;20;0;0;0.000302;1.5e-05;0.000512;0.000829
xdevs-rs-no_std-f64;8;LI;4;20;0;0;0.000302;1.5e-05;0.000513;0.00083
xdevs-rs-no_std-f64;9;LI;4;20;0;0;0.000302;1.5e-05;0.000512;0.000829
xdevs-rs-no_std-f64;0;LI;4;22;0;0;0.000332;1.5e-05;0.000548;0.000895
xdevs-rs-no_std-f64;1;LI;4;22;0;0;0.000331;1.6e-05;0.000547;0.000894
xdevs-rs-no_std-f64;2;LI;4;22;0;0;0.000331;1.5e-05;0.000548;0.000894
xdevs-rs-no_std-f64;3;LI;4;22;0;0;0.000331;1.5e-05;0.000547;0.000893
xdevs-rs-no_std-f64;4;LI;4;22;0;0;0.000332;1.6e-05;0.000548;0.000896
xdevs-rs-no_std-f64;5;LI;4;22;0;0;0.000331;1.5e-05;0.000547;0.000893
xdevs-rs-no_std-f64;6;LI;4;22;0;0;0.000332;1.5e-05;0.000548;0.000895
xdevs-rs-no_std-f64;7;LI;4;22;0;0;0.000331;1.5e-05;0.000548;0.000894
xdevs-rs-no_std-f64;8;LI;4;22;0;0;0.000331;1.6e-05;0.000547;0.000894
xdevs-rs-no_std-f64;9;LI;4;22;0;0;0.000332;1.6e-05;0.000548;0.000896
xdevs-rs-no_std-f64;0;LI;4;24;0;0;0.000361;2e-05;0.000585;0.000966
xdevs-rs-no_std-f64;1;LI;4;24;0;0;0.00036;2e-05;0.000584;0.000964
xdevs-rs-no_std-f64;2;LI;4;24;0;0;0.000361;2e-05;0.000585;0.000966
xdevs-rs-no_std-f64;3;LI;4;24;0;0;0.000361;2e-05;0.000585;0.000966
xdevs-rs-no_std-f64;4;LI;4;24;0;0;0.000361;2e-05;0.000585;0.000966
xdevs-rs-no_std-f64;5;LI;4;24;0;0;0.000361;2e-05;0.000585;0.000966
xdevs-rs-no_std-f64;6;LI;4;24;0;0;0.000361;2e-05;0.000585;0.000966
xdevs-rs-no_std-f64;7;LI;4;24;0;0;0.00036;2e-05;0.000584;0.000964
xdevs-rs-no_std-f64;8;LI;4;24;0;0;0.00036;2e-05;0.000585;0.000965
xdevs-rs-no_std-f64;9;LI;4;24;0;0;0.00036;2e-05;0.000584;0.000964
xdevs-rs-no_std-f64;0;LI;4;26;0;0;0.000386;1.6e-05;0.000627;0.001029
xdevs-rs-no_std-f64;1;LI;4;26;0;0;0.000386;1.5e-05;0.000627;0.001028
xdevs-rs-no_std-f64;2;LI;4;26;0;0;0.000386;1.5e-05;0.000627;0.001028
xdevs-rs-no_std-f64;3;LI;4;26;0;0;0.000386;1.5e-05;0.000628;0.001029
